"﻿id","name","gender","dates","yearOfBirth","yearOfDeath","placeOfBirth","placeOfDeath","url","lon","lat","born.lon","born.lat","died.lon","died.lat","address"
1151,"George, Patrick","Male","born 1923",1923,NA,"Manchester, United Kingdom","","http://www.tate.org.uk/art/artists/patrick-george-1151",-2.24263,53.4808,-2.24263,53.4808,NA,NA,NA
1152,"George, Thomas","Male","born 1918",1918,NA,"New York, United States","","http://www.tate.org.uk/art/artists/thomas-george-1152",-74.0059,40.7128,-74.0059,40.7128,NA,NA,NA
6642,"Gerasimovich, Josif","","",NA,NA,"","","http://www.tate.org.uk/art/artists/josif-gerasimovich-6642",NA,NA,NA,NA,NA,NA,NA
1153,"Gere, Charles M.","Male","1869–1957",1869,1957,"Gloucester, United Kingdom","Gloucester, United Kingdom","http://www.tate.org.uk/art/artists/charles-m-gere-1153",-2.23816,51.8642,-2.23816,51.8642,-2.23816,51.8642,"gloucester, gloucester, uk"
1154,"Gere, Margaret","Female","1878–1965",1878,1965,"Warwickshire, United Kingdom","","http://www.tate.org.uk/art/artists/margaret-gere-1154",-1.46752,52.2671,-1.46752,52.2671,NA,NA,NA
1155,"Gerrard, A.H.","Male","1899–1998",1899,1998,"Hartford, United Kingdom","Kent, United Kingdom","http://www.tate.org.uk/art/artists/ah-gerrard-1155",-2.54965,53.245,-2.54965,53.245,0.521725,51.2787,"kent, uk"
2290,"Gerrard, Kathleen","Female","1894–1970",1894,1970,"","","http://www.tate.org.uk/art/artists/kathleen-gerrard-2290",NA,NA,NA,NA,NA,NA,NA
4643,"Gersht, Ori","Male","born 1967",1967,NA,"Tel Aviv, Mehoz, Yisra'el","","http://www.tate.org.uk/art/artists/ori-gersht-4643",34.8169,32.0696,34.8169,32.0696,NA,NA,NA
2781,"Gershuni, Moshe","Male","born 1936",1936,NA,"Tel Aviv, Mehoz, Yisra'el","","http://www.tate.org.uk/art/artists/moshe-gershuni-2781",34.8169,32.0696,34.8169,32.0696,NA,NA,NA
1156,"Gertler, Mark","Male","1891–1939",1891,1939,"Spitalfields, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/mark-gertler-1156",-1.06047,53.3729,-1.06047,53.3729,-0.127758,51.5074,"london, uk"
1157,"Gethin, Percy Francis","Male","1874–1916",1874,1916,"Sligo, Éire","","http://www.tate.org.uk/art/artists/percy-francis-gethin-1157",-8.47609,54.2766,-8.47609,54.2766,NA,NA,NA
206,"Gheeraerts, Marcus, II","Male","1561 or 2–1636",1561,1636,"Brugge, België","London, United Kingdom","http://www.tate.org.uk/art/artists/marcus-gheeraerts-ii-206",3.2247,51.2093,3.2247,51.2093,-0.127758,51.5074,"london, uk"
1158,"Ghika, Nicolas","Male","1906–1994",1906,1994,"Athínai, Ellás","Athínai, Ellás","http://www.tate.org.uk/art/artists/nicolas-ghika-1158",23.7294,37.9839,23.7294,37.9839,23.7294,37.9839,"athens, greece"
1159,"Giacometti, Alberto","Male","1901–1966",1901,1966,"Borgonovo Val Tidone, Italia","Genève, Schweiz","http://www.tate.org.uk/art/artists/alberto-giacometti-1159",9.44467,45.0158,9.44467,45.0158,6.1423,46.1984,"geneva, switzerland"
1160,"Giardelli, Arthur","Male","1911–2009",1911,2009,"London, United Kingdom","Haverfordwest, United Kingdom","http://www.tate.org.uk/art/artists/arthur-giardelli-1160",-0.127758,51.5074,-0.127758,51.5074,-4.97132,51.8005,"haverfordwest, haverfordwest, pembrokeshire, uk"
1161,"Gibb, Phelan","Male","1870–1948",1870,1948,"Alnwick, United Kingdom","Buckinghamshire, United Kingdom","http://www.tate.org.uk/art/artists/phelan-gibb-1161",-1.7063,55.4127,-1.7063,55.4127,-0.812766,51.8072,"buckinghamshire, uk"
2218,"Gibbons, John","Male","born 1949",1949,NA,"Éire","","http://www.tate.org.uk/art/artists/john-gibbons-2218",-8.24389,53.4129,-8.24389,53.4129,NA,NA,NA
1162,"Gibbs, Evelyn","Female","1905 – 1991",1905,1991,"Liverpool, United Kingdom","","http://www.tate.org.uk/art/artists/evelyn-gibbs-1162",-2.99157,53.4084,-2.99157,53.4084,NA,NA,NA
2737,"Gibbs, Ewan","Male","born 1973",1973,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/ewan-gibbs-2737",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
2329,"Gibbs, Henry","Male","1631–1713",1631,1713,"","","http://www.tate.org.uk/art/artists/henry-gibbs-2329",NA,NA,NA,NA,NA,NA,NA
207,"Gibson, John","Male","1790–1866",1790,1866,"Wales, United Kingdom","","http://www.tate.org.uk/art/artists/john-gibson-207",-3.78371,52.1307,-3.78371,52.1307,NA,NA,NA
13199,"Gidal, Tim","Male","1909–1996",1909,1996,"München, Deutschland","Yerushalayim, Yisra'el","http://www.tate.org.uk/art/artists/tim-gidal-13199",11.582,48.1351,11.582,48.1351,35.035,31.059,"jerusalem street, dimona, israel"
1163,"Gilbert & George","Male","born 1943, born 1942",1942,NA,"","","http://www.tate.org.uk/art/artists/gilbert-george-1163",NA,NA,NA,NA,NA,NA,NA
1164,"Gilbert, Charles Web","Male","1867–1925",1867,1925,"Victoria, Australia","Melbourne","http://www.tate.org.uk/art/artists/charles-web-gilbert-1164",144.785,-37.4713,144.785,-37.4713,-80.6081,28.0836,"melbourne, fl, usa"
208,"Gilbert, Sir Alfred","Male","1854–1934",1854,1934,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/sir-alfred-gilbert-208",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
209,"Gilbert, Sir John","Male","1817–1897",1817,1897,"Blackheath, United Kingdom","Blackheath, United Kingdom","http://www.tate.org.uk/art/artists/sir-john-gilbert-209",-0.527769,51.2062,-0.527769,51.2062,-0.527769,51.2062,"blackheath, guildford, surrey gu4, uk"
1165,"Gilbert, Stephen","Male","1910–2007",1910,2007,"Fife, United Kingdom","","http://www.tate.org.uk/art/artists/stephen-gilbert-1165",-3.14952,56.2082,-3.14952,56.2082,NA,NA,NA
1166,"Gilioli, Emile","Male","1911–1977",1911,1977,"Paris, France","","http://www.tate.org.uk/art/artists/emile-gilioli-1166",2.35222,48.8566,2.35222,48.8566,NA,NA,NA
210,"Gill, Charles","Male","1742–after 1828",1742,1829,"","","http://www.tate.org.uk/art/artists/charles-gill-210",NA,NA,NA,NA,NA,NA,NA
1167,"Gill, Colin","Male","1892–1940",1892,1940,"Kent, United Kingdom","Johannesburg, South Africa","http://www.tate.org.uk/art/artists/colin-gill-1167",0.521725,51.2787,0.521725,51.2787,28.0473,-26.2041,"johannesburg, south africa"
1168,"Gill, Eric","Male","1882–1940",1882,1940,"Brighton, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/eric-gill-1168",-0.137163,50.8225,-0.137163,50.8225,-0.127758,51.5074,"london, uk"
1169,"Gill, Macdonald","Male","1884–1947",1884,1947,"Brighton, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/macdonald-gill-1169",-0.137163,50.8225,-0.137163,50.8225,-0.127758,51.5074,"london, uk"
9404,"Gill, Simryn","Female","born 1959",1959,NA,"Singapore","","http://www.tate.org.uk/art/artists/simryn-gill-9404",103.82,1.35208,103.82,1.35208,NA,NA,NA
1170,"Gilliam, Sam","Male","born 1933",1933,NA,"Tupelo, United States","","http://www.tate.org.uk/art/artists/sam-gilliam-1170",-88.7034,34.2576,-88.7034,34.2576,NA,NA,NA
2592,"Gillick, Liam","Male","born 1964",1964,NA,"Aylesbury, United Kingdom","","http://www.tate.org.uk/art/artists/liam-gillick-2592",-0.8084,51.8156,-0.8084,51.8156,NA,NA,NA
1171,"Gillies, Sir William","Male","1898–1973",1898,1973,"Haddington, United Kingdom","","http://www.tate.org.uk/art/artists/sir-william-gillies-1171",-2.77486,55.9587,-2.77486,55.9587,NA,NA,NA
2739,"Gillray, James","Male","1757–1815",1757,1815,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/james-gillray-2739",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1172,"Gilman, Harold","Male","1876–1919",1876,1919,"Somerset, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/harold-gilman-1172",-2.94991,51.0587,-2.94991,51.0587,-0.127758,51.5074,"london, uk"
2496,"Gilpin, Rev. William","Male","1724–1804",1724,1804,"","Hampshire, United Kingdom","http://www.tate.org.uk/art/artists/rev-william-gilpin-2496",NA,NA,NA,NA,-1.21684,51.0895,"hampshire, uk"
2578,"Gilpin, Sawrey","Male","1733–1807",1733,1807,"Carlisle, United Kingdom","Greater London, United Kingdom","http://www.tate.org.uk/art/artists/sawrey-gilpin-2578",-2.93293,54.8925,-2.93293,54.8925,-0.0936496,51.4309,"greater london, uk"
1173,"Ginesi, Edna","Female","1902–2000",1902,2000,"Leeds, United Kingdom","","http://www.tate.org.uk/art/artists/edna-ginesi-1173",-1.54908,53.8008,-1.54908,53.8008,NA,NA,NA
1174,"Ginger, Phyllis","Female","1907–2005",1907,2005,"Surrey, United Kingdom","Kew, United Kingdom","http://www.tate.org.uk/art/artists/phyllis-ginger-1174",-0.55995,51.3148,-0.55995,51.3148,-0.287107,51.4815,"kew, richmond, richmond, greater london tw9, uk"
1175,"Ginner, Charles","Male","1878–1952",1878,1952,"Cannes, France","London, United Kingdom","http://www.tate.org.uk/art/artists/charles-ginner-1175",7.01737,43.5528,7.01737,43.5528,-0.127758,51.5074,"london, uk"
1176,"Giobbi, Edward","Male","born 1926",1926,NA,"Waterbury, United States","","http://www.tate.org.uk/art/artists/edward-giobbi-1176",-73.0515,41.5582,-73.0515,41.5582,NA,NA,NA
211,"Girtin, Thomas","Male","1775–1802",1775,1802,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/thomas-girtin-211",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1177,"Gleichen, Feodora","Female","1861–1922",1861,1922,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/feodora-gleichen-1177",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1178,"Gleizes, Albert","Male","1881–1953",1881,1953,"Paris, France","Avignon, France","http://www.tate.org.uk/art/artists/albert-gleizes-1178",2.35222,48.8566,2.35222,48.8566,4.80553,43.9493,"avignon, france"
1179,"Glendening, Alfred","Male","1861–1907",1861,1907,"Kent, United Kingdom","Essex, United Kingdom","http://www.tate.org.uk/art/artists/alfred-glendening-1179",0.521725,51.2787,0.521725,51.2787,0.475776,51.7668,"essex, uk"
1180,"Glendenning, Ronald","Male","",NA,NA,"","","http://www.tate.org.uk/art/artists/ronald-glendenning-1180",NA,NA,NA,NA,NA,NA,NA
6651,"Glik, M.","","",NA,NA,"","","http://www.tate.org.uk/art/artists/m-glik-6651",NA,NA,NA,NA,NA,NA,NA
212,"Glover, John","Male","1767–1849",1767,1849,"Leicestershire, United Kingdom","Launceston, Australia","http://www.tate.org.uk/art/artists/john-glover-212",-1.14059,52.7401,-1.14059,52.7401,147.112,-41.4262,"launceston tas, australia"
2309,"Gober, Robert","Male","born 1954",1954,NA,"Wallingford, United States","","http://www.tate.org.uk/art/artists/robert-gober-2309",-72.8231,41.457,-72.8231,41.457,NA,NA,NA
1181,"Goeneutte, Norbert","Male","1854–1894",1854,1894,"Paris, France","Auvers-sur-Oise, France","http://www.tate.org.uk/art/artists/norbert-goeneutte-1181",2.35222,48.8566,2.35222,48.8566,2.17081,49.0709,"auvers-sur-oise, france"
15613,"Goeritz, Mathias","Male","1915–1990",1915,1990,"Gdansk, Polska","Ciudad de México, México","http://www.tate.org.uk/art/artists/mathias-goeritz-15613",18.6466,54.352,18.6466,54.352,-99.1332,19.4326,"mexico city, federal district, mexico"
1182,"Gogh, Vincent van","Male","1853–1890",1853,1890,"Zundert, Nederland","Auvers-sur-Oise, France","http://www.tate.org.uk/art/artists/vincent-van-gogh-1182",4.66236,51.4707,4.66236,51.4707,2.17081,49.0709,"auvers-sur-oise, france"
6558,"Goldblatt, David","Male","born 1930",1930,NA,"Randfontein, South Africa","","http://www.tate.org.uk/art/artists/david-goldblatt-6558",27.7042,-26.1797,27.7042,-26.1797,NA,NA,NA
1183,"Golden, Grace","Female","1904–1993",1904,1993,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/grace-golden-1183",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2649,"Goldin, Nan","Female","born 1953",1953,NA,"Washington, United States","","http://www.tate.org.uk/art/artists/nan-goldin-2649",-77.0369,38.9072,-77.0369,38.9072,NA,NA,NA
1184,"Golding, John","Male","1929–2012",1929,2012,"Hastings, United Kingdom","","http://www.tate.org.uk/art/artists/john-golding-1184",0.573453,50.8543,0.573453,50.8543,NA,NA,NA
1185,"Goldschmidt, Hilde","Female","1897–1980",1897,1980,"Leipzig, Deutschland","Kitzbühel, Österreich","http://www.tate.org.uk/art/artists/hilde-goldschmidt-1185",12.3731,51.3397,12.3731,51.3397,12.3914,47.445,"kitzbuhel, austria"
13568,"Goldstein, Jack","","1945–2003",1945,2003,"","","http://www.tate.org.uk/art/artists/jack-goldstein-13568",NA,NA,NA,NA,NA,NA,NA
7274,"Goldsworthy, Andy","Male","born 1956",1956,NA,"Cheshire, United Kingdom","","http://www.tate.org.uk/art/artists/andy-goldsworthy-7274",-2.61032,53.2326,-2.61032,53.2326,NA,NA,NA
2207,"Golub, Leon","Male","1922–2004",1922,2004,"Chicago, United States","","http://www.tate.org.uk/art/artists/leon-golub-2207",-87.6298,41.8781,-87.6298,41.8781,NA,NA,NA
11698,"Gomes, Fernanda","Female","born 1960",1960,NA,"Rio de Janeiro, Brasil","","http://www.tate.org.uk/art/artists/fernanda-gomes-11698",-43.1729,-22.9068,-43.1729,-22.9068,NA,NA,NA
1186,"Goncharova, Natalya","Female","1881–1962",1881,1962,"Tula, Rossiya","Paris, France","http://www.tate.org.uk/art/artists/natalya-goncharova-1186",37.6185,54.2048,37.6185,54.2048,2.35222,48.8566,"paris, france"
11980,"Gonzalez, Beatriz","Female","born 1938",1938,NA,"Bucaramanga, Colombia","","http://www.tate.org.uk/art/artists/beatriz-gonzalez-11980",-73.1258,7.1297,-73.1258,7.1297,NA,NA,NA
1187,"González, Joan","Male","1868–1908",1868,1908,"","","http://www.tate.org.uk/art/artists/joan-gonzalez-1187",NA,NA,NA,NA,NA,NA,NA
1188,"González, Julio","Male","1876–1942",1876,1942,"Barcelona, España","","http://www.tate.org.uk/art/artists/julio-gonzalez-1188",2.08329,41.2974,2.08329,41.2974,NA,NA,NA
10354,"Gonzalez-Foerster, Dominique","Female","born 1965",1965,NA,"Strasbourg, France","","http://www.tate.org.uk/art/artists/dominique-gonzalez-foerster-10354",7.75211,48.5734,7.75211,48.5734,NA,NA,NA
11937,"Gonzalez-Torres, Felix","Male","1957–1996",1957,1996,"Guáimaro, Cuba","Miami, United States","http://www.tate.org.uk/art/artists/felix-gonzalez-torres-11937",-77.3478,21.0589,-77.3478,21.0589,-80.1918,25.7617,"miami, fl, usa"
213,"Good, Thomas Sword","Male","1789–1872",1789,1872,"Berwick-upon-Tweed, United Kingdom","","http://www.tate.org.uk/art/artists/thomas-sword-good-213",-2.0054,55.7702,-2.0054,55.7702,NA,NA,NA
2429,"Goodall, Edward Angelo","Male","1819–1908",1819,1908,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/edward-angelo-goodall-2429",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
214,"Goodall, Frederick","Male","1822–1904",1822,1904,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/frederick-goodall-214",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
215,"Goodwin, Albert","Male","1845–1932",1845,1932,"England, United Kingdom","","http://www.tate.org.uk/art/artists/albert-goodwin-215",-1.17432,52.3555,-1.17432,52.3555,NA,NA,NA
10750,"Goodwin, Dryden","Male","born 1971",1971,NA,"Bournemouth, United Kingdom","","http://www.tate.org.uk/art/artists/dryden-goodwin-10750",-1.88077,50.7192,-1.88077,50.7192,NA,NA,NA
1189,"Gordine, Dora","Female","1895–1991",1895,1991,"Sankt-Peterburg, Rossiya","","http://www.tate.org.uk/art/artists/dora-gordine-1189",30.3351,59.9343,30.3351,59.9343,NA,NA,NA
2579,"Gordon, Julia Emily","Female","1810–1896",1810,1896,"","","http://www.tate.org.uk/art/artists/julia-emily-gordon-2579",NA,NA,NA,NA,NA,NA,NA
2577,"Gordon, Lady","Female","1775–1867",1775,1867,"","","http://www.tate.org.uk/art/artists/lady-gordon-nee-julia-isabella-levina-bennet-2577",NA,NA,NA,NA,NA,NA,NA
2617,"Gordon, Douglas","Male","born 1966",1966,NA,"Glasgow, United Kingdom","","http://www.tate.org.uk/art/artists/douglas-gordon-2617",-4.25181,55.8642,-4.25181,55.8642,NA,NA,NA
2637,"Gordon, Sir Harry Percy, 2nd Bt","Male","died c.1860",NA,1860,"","","http://www.tate.org.uk/art/artists/sir-harry-percy-gordon-2nd-bt-2637",NA,NA,NA,NA,NA,NA,NA
216,"Gordon, Sir John Watson","Male","1788–1864",1788,1864,"Edinburgh, United Kingdom","Edinburgh, United Kingdom","http://www.tate.org.uk/art/artists/sir-john-watson-gordon-216",-3.18827,55.9533,-3.18827,55.9533,-3.18827,55.9533,"edinburgh, city of edinburgh, uk"
2497,"Gore, Charles","Male","1729–1807",1729,1807,"Lincolnshire, United Kingdom","","http://www.tate.org.uk/art/artists/charles-gore-2497",-0.19997,53.2179,-0.19997,53.2179,NA,NA,NA
1190,"Gore, Spencer","Male","1878–1914",1878,1914,"Epsom","Surrey, United Kingdom","http://www.tate.org.uk/art/artists/spencer-gore-1190",-0.267382,51.336,-0.267382,51.336,-0.55995,51.3148,"surrey, uk"
1191,"Gorky, Arshile","Male","c.1904–1948",1904,1948,"Armenia","Sherman, United States","http://www.tate.org.uk/art/artists/arshile-gorky-1191",45.0382,40.0691,45.0382,40.0691,-96.6089,33.6357,"sherman, tx, usa"
1192,"Gormley, Antony","Male","born 1950",1950,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/antony-gormley-1192",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1193,"Gosse, Sylvia","Female","1881–1968",1881,1968,"London, United Kingdom","","http://www.tate.org.uk/art/artists/sylvia-gosse-1193",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
217,"Gotch, Thomas Cooper","Male","1854–1931",1854,1931,"Kettering, United Kingdom","Newlyn, United Kingdom","http://www.tate.org.uk/art/artists/thomas-cooper-gotch-217",-0.730249,52.3963,-0.730249,52.3963,-5.55033,50.1071,"newlyn, cornwall, uk"
1194,"Gotlib, Henryk","Male","1890–1966",1890,1966,"Kraków, Polska","Godstone, United Kingdom","http://www.tate.org.uk/art/artists/henryk-gotlib-1194",19.945,50.0647,19.945,50.0647,-0.067578,51.2476,"godstone, surrey, uk"
1195,"Gottlieb, Adolph","Male","1903–1974",1903,1974,"New York, United States","East Hampton, United States","http://www.tate.org.uk/art/artists/adolph-gottlieb-1195",-74.0059,40.7128,-74.0059,40.7128,-72.1848,40.9634,"east hampton, ny, usa"
2203,"Götz, Professor Karl-Otto","Male","born 1914",1914,NA,"Aachen, Deutschland","","http://www.tate.org.uk/art/artists/karl-otto-gotz-2203",6.08389,50.7753,6.08389,50.7753,NA,NA,NA
1196,"Gouk, Alan","Male","born 1939",1939,NA,"Belfast, United Kingdom","","http://www.tate.org.uk/art/artists/alan-gouk-1196",-5.93012,54.5973,-5.93012,54.5973,NA,NA,NA
218,"Gow, Andrew Carrick","Male","1848–1920",1848,1920,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/andrew-carrick-gow-218",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
219,"Gow, Mary","Female","1851–1929",1851,1929,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/mary-gow-219",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
220,"Gower, George","Male","c.1540–1596",1540,1596,"","London, United Kingdom","http://www.tate.org.uk/art/artists/george-gower-220",NA,NA,NA,NA,-0.127758,51.5074,"london, uk"
1197,"Gowing, Sir Lawrence","Male","1918–1991",1918,1991,"Stoke Newington, United Kingdom","","http://www.tate.org.uk/art/artists/sir-lawrence-gowing-1197",-0.07937,51.5597,-0.07937,51.5597,NA,NA,NA
1198,"Graeser, Camille","Male","1892 – 1980",1918,1980,"Genève, Schweiz","Zürich, Schweiz","http://www.tate.org.uk/art/artists/camille-graeser-1198",6.1423,46.1984,6.1423,46.1984,8.53918,47.3686,"zurich, switzerland"
1199,"Graevenitz, Gerhard von","Male","1934–1983",1934,1983,"Deutschland","Schweiz","http://www.tate.org.uk/art/artists/gerhard-von-graevenitz-1199",10.4515,51.1657,10.4515,51.1657,8.22751,46.8182,"switzerland"
