country,gdp1800,gdp1801,gdp1802,gdp1803,gdp1804,gdp1805,gdp1806,gdp1807,gdp1808,gdp1809,gdp1810,gdp1811,gdp1812,gdp1813,gdp1814,gdp1815,gdp1816,gdp1817,gdp1818,gdp1819,gdp1820,gdp1821,gdp1822,gdp1823,gdp1824,gdp1825,gdp1826,gdp1827,gdp1828,gdp1829,gdp1830,gdp1831,gdp1832,gdp1833,gdp1834,gdp1835,gdp1836,gdp1837,gdp1838,gdp1839,gdp1840,gdp1841,gdp1842,gdp1843,gdp1844,gdp1845,gdp1846,gdp1847,gdp1848,gdp1849,gdp1850,gdp1851,gdp1852,gdp1853,gdp1854,gdp1855,gdp1856,gdp1857,gdp1858,gdp1859,gdp1860,gdp1861,gdp1862,gdp1863,gdp1864,gdp1865,gdp1866,gdp1867,gdp1868,gdp1869,gdp1870,gdp1871,gdp1872,gdp1873,gdp1874,gdp1875,gdp1876,gdp1877,gdp1878,gdp1879,gdp1880,gdp1881,gdp1882,gdp1883,gdp1884,gdp1885,gdp1886,gdp1887,gdp1888,gdp1889,gdp1890,gdp1891,gdp1892,gdp1893,gdp1894,gdp1895,gdp1896,gdp1897,gdp1898,gdp1899,gdp1900,gdp1901,gdp1902,gdp1903,gdp1904,gdp1905,gdp1906,gdp1907,gdp1908,gdp1909,gdp1910,gdp1911,gdp1912,gdp1913,gdp1914,gdp1915,gdp1916,gdp1917,gdp1918,gdp1919,gdp1920,gdp1921,gdp1922,gdp1923,gdp1924,gdp1925,gdp1926,gdp1927,gdp1928,gdp1929,gdp1930,gdp1931,gdp1932,gdp1933,gdp1934,gdp1935,gdp1936,gdp1937,gdp1938,gdp1939,gdp1940,gdp1941,gdp1942,gdp1943,gdp1944,gdp1945,gdp1946,gdp1947,gdp1948,gdp1949,gdp1950,gdp1951,gdp1952,gdp1953,gdp1954,gdp1955,gdp1956,gdp1957,gdp1958,gdp1959,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013
mibia,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,568.581,577.044,585.632,594.349,603.195,612.172,621.284,630.531,639.915,649.44,659.106,668.915,678.871,688.975,699.23,709.637,720.199,730.918,741.797,752.838,764.043,775.414,786.955,798.668,810.555,822.619,834.863,847.288,859.899,872.698,885.687,898.869,912.247,925.825,939.604,953.589,967.782,982.186,996.805,1011.64,1026.7,1041.98,1057.49,1073.23,1089.2,1105.41,1121.86,1138.56,1155.51,1172.71,1190.16,1207.87,1225.85,1244.1,1262.61,1281.4,1300.48,1319.83,1339.48,1359.41,1379.65,1400.18,1421.02,1442.17,1463.63,1485.42,1507.53,1529.96,1552.74,1575.85,1599.3,1623.1,1647.26,1671.78,1696.66,1721.91,1747.54,1773.55,1799.95,1826.74,1853.93,1881.52,1909.52,1937.95,1966.79,1996.06,2025.77,2055.92,2086.52,2117.58,2149.09,2181.08,2213.54,2246.49,2279.92,2313.86,2348.3,2383.25,2418.72,2454.72,2491.25,2528.33,2565.96,2604.15,2642.91,2682.25,2722.17,2762.69,2803.81,2845.54,2887.89,2930.87,2974.49,3018.76,3063.69,3109.29,3155.57,3202.54,3250.2,3298.58,3347.67,3397.5,3448.06,3499.38,3551.47,3604.33,3657.97,3712.42,3767.67,3823.75,3880.66,3909.36,3937.47,3993.8,4118.6,4151.51,4203.08,4258.59,4269.49,4404.62,4700.52,4633.86,5154.94,5527.79,6263.22,6514.59,6591.53,6162.92,6053.96,6102.36,5968.12,5955.22,6085.57,6111.62,6153.61,5990.55,6088.9,6297.42,6573.16,6653.54,6769.53,6874.02,6808.52,6428.03,6156.24,6004.39,6008.88,6000.53,5887.56,6041.98,5640.97,5797.69,6180.54,5892.03,6122.28,6210.72,6232.67,6334.85,6399.07,6481.78,6535.24,6535.66,6615.56,6773.73,7147.15,7386.68,7770.14,8042.89,8164.73,7929.43,8382.18,8715.38,9077.54,9390.92
Uruguay,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,586.409,589.817,593.226,596.634,600.043,603.452,606.86,610.269,613.677,617.086,620.495,623.903,627.312,630.72,634.129,637.538,640.946,644.355,647.763,651.172,654.581,657.989,661.398,664.806,668.215,671.624,675.032,678.441,681.849,685.258,688.667,692.075,695.484,698.892,702.301,705.71,709.118,712.527,715.935,719.344,722.753,726.161,729.57,732.978,736.387,739.796,743.204,746.613,750.022,753.43,756.839,760.247,763.656,767.065,770.473,773.882,777.29,780.699,784.108,787.516,790.925,794.333,797.742,801.151,804.559,807.968,811.376,814.785,818.194,821.602,825.011,828.419,831.828,835.237,838.645,842.054,845.462,848.871,852.28,855.688,859.097,862.505,865.914,869.323,872.731,876.14,879.548,882.957,886.366,889.774,893.183,896.591,900,997.297,1094.59,1191.89,1289.19,1386.49,1483.78,1581.08,1678.38,1775.68,1872.97,1970.27,2067.57,2164.86,2262.16,2359.46,2456.76,2554.05,2651.35,2748.65,2845.95,2943.24,3040.54,3137.84,3235.14,3332.43,3429.73,3527.03,3624.32,3721.62,3818.92,3916.22,4013.51,4110.81,4208.11,4305.41,4402.7,4500,7150.78,9801.56,12452.3,15103.1,17753.9,20404.7,23055.5,25706.2,28357,31007.8,33658.6,36309.3,38960.1,41610.9,44261.7,46912.5,49563.2,52214,54864.8,57515.6,58056,58640.1,59293.3,60049.3,60933.2,58505.2,56236.5,54084.3,51977.9,49872.9,47772.7,45693.3,43637.4,41603.2,39605.3,37651.4,35760.6,33951.2,32243.3,30647.3,24303.4,19946.4,16430.3,15564.5,14177.4,12417.6,10987.8,9952.21,9307.78,8671.34,8076.22,7257.2,7260.56,6936.29,6097,4897.15,4925.18,9656.75,7919.63,9522.75,10878.9,13070.6,13567.7
Nepal,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.046,697.043,697.04,697.037,697.034,697.031,697.028,697.025,697.022,697.019,697.016,697.013,697.01,697.007,697.004,697.001,696.998,696.995,696.992,696.989,696.986,696.983,696.98,696.977,696.974,696.971,696.968,696.965,696.962,696.959,696.956,696.953,696.95,696.947,696.944,696.941,696.938,696.935,696.932,696.929,696.926,696.923,696.92,696.917,696.914,696.911,696.908,696.905,696.902,696.899,696.896,701.868,706.876,711.919,716.998,722.114,727.266,732.455,737.68,742.943,748.244,753.582,758.959,764.374,769.827,775.32,780.851,786.422,792.033,797.684,803.375,809.107,814.879,820.693,826.548,832.446,838.385,844.366,850.39,856.458,862.568,868.722,874.92,881.162,887.449,893.781,900.157,906.58,913.048,919.562,926.122,932.73,939.385,946.087,943.984,941.886,939.792,937.704,935.619,933.54,931.465,929.395,927.329,925.268,923.211,921.16,919.112,917.069,915.031,912.997,910.968,908.943,906.923,904.907,902.896,900.889,898.887,896.889,894.896,892.907,890.922,888.942,886.966,884.995,883.028,881.065,879.107,877.153,875.203,873.258,871.317,887.055,907.717,953.003,962.982,971.903,1004.9,994.305,1038.71,1055.67,1065.58,1076.12,1084.87,1092.89,1099.79,1106.89,1163.88,1124.85,1111.62,1139.61,1146.95,1111.11,1122.1,1092.49,1135.75,1126.17,1148,1154.24,1175.62,1173.86,1117.97,1089.94,1194.58,1130.59,1208.95,1251.48,1272.4,1289.79,1356.61,1353.2,1417.92,1470.66,1492.85,1511.65,1595.53,1610.6,1655.41,1681.01,1671.66,1686.21,1754.01,1804.42,1758.02,1771.72,1794.76,1797.59,1792.43,1818.3,1893.82,1944.2,2002.02,2043.86,2118.23,2160.23
Netherlands,2913.65,2862.04,3020.03,2954.7,3095.3,2913.48,2935.1,2689.52,2392.85,2356.23,2697.26,2723.65,2366.78,2126.35,2047.73,2707.45,2572.22,2592.34,2628.35,2500.71,2675.13,2615.89,2635.13,2761.34,2736.47,2660.98,2697.96,2851.98,2908.03,2907.17,2648.51,2841.2,2968.9,2896.29,2916.46,2902.2,2993.03,3057.9,3084.24,3077.12,3100.83,3125.64,3042.9,2983.72,3006.16,2978.4,2977.73,2991.99,3035.5,3119.89,3173.21,3213.08,3170.18,3092.45,3276.35,3180.5,3302.56,3238.44,3143.39,3025.22,3164.83,3071.75,3187.8,3241.73,3364.94,3364.95,3485.19,3359.19,3373.78,3477.64,3582.05,3553.48,3586.4,3654.06,3510.93,3706.81,3709.32,3747.15,3729.66,3540.79,3738.67,3754.32,3799.71,4030.35,4049.36,4083.67,4091.37,4138.25,4137.16,4224.76,4001.13,3958.93,4027.97,3933.05,4106.53,4071.6,4180.34,4221.31,4222.06,4218.98,4109.51,4241.97,4349.45,4274.16,4264.27,4408.21,4428.33,4282.46,4302.89,4468.5,4597.65,4711.72,4796.49,4976.53,4857.04,4614.86,4552.8,4043.01,3754.49,4189.89,4770.7,5593.87,5888.37,5939.96,6283.2,6418.73,6781.36,7023.01,7248.41,7307.87,7142.8,6806.07,6649.81,6607.13,6481.32,6608.28,6933,7287.52,7022.05,7554.56,6596.76,6205.76,5640.69,5487.99,3652.88,3716.41,6235.83,7105.8,7770.6,8238.23,8486.81,8597.45,8678.98,9351.77,9927.26,10547.1,10929.3,11164.2,10933.8,11336.1,12267.7,12511.4,12922.5,13227.9,14245.9,14864.8,15149.1,15845.1,16810.8,17833.2,18705.4,19386.5,19797.1,20691.9,21468.9,21412.1,22302.6,22826.4,23357,23720.3,24039.9,23860.1,23543.7,23985.4,24744.3,25409.9,26175.3,26613.3,27470.7,28644.8,29785.9,30406,30848,31188.8,32066.2,33051.2,34214.7,35656.6,37015.8,38688.6,40095.7,40750.8,40728.5,40857.6,41819.5,42558.8,43919,45567.2,46584.7,45563.8,46069.2,46308.8,45564.8,45084.7
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,693.157,769.99,855.34,950.15,1055.47,1172.46,1302.42,1446.79,1607.16,1785.31,1983.2,2118.3,2262.61,2416.74,2581.38,2757.23,2945.07,3145.69,3359.99,3588.88,3833.37,3964.89,4100.92,4241.62,4387.15,4537.67,4693.36,4854.38,5020.93,5193.2,5371.37,5467.26,6104.63,6638.7,6660.37,6390.7,6278.47,6901.19,7400.77,6185.11,6492.34,6523.69,6317.57,6056.09,6416.12,6216.29,6241.16,6245.51,6158.9,6413.87,6507.84,6465.53,6586.08,6564.89,6202.19,6310.57,6910.71,6844.66,6905.76,7002.41,7448.22,7318.87,7691.43,8192.23,7920.05,8404.53,8937.71,9252.82,8378.39,8266.69,9212.59,9520.25,9027.08,8928.57,8992.41,8965.63,8872.96,8678.66,8509.98,9154.39,9775.68,8886.43,8389.19,8914.83,8912.18,9169.75,8499.57,8114.67,8908.59,9118.9,8595.36,7754.91,7498.63,7929.72,8262.15,8594.06,10119.8,10573.4,11198.3,11193.9,10918,10620.5,11717,12005.5,11901.5,12006,12409.8,13596.9,12007.2,13032.3,14652.7,13262.4,13510.1,13613.4,15151.4,15120.3,15596.4,15674,15917.5,16688,16402.1,16886.9,16862,17557.7,18054,18851.5,19689.2,18510.7,18274.2,19947.7,19389.9,20060.3,20535.5,21529.9,22318.4,21641.4,21918.1,20775.7,20853.5,21287.2,21395.6,22326.4,22565.7,22933.2,23820.5,23865,24289.7,24325.1,24155.5,24295.3,24103,23523.4,23501.1,24747.4,25744.4,26442.2,26957.5,26940,26716.9,27757.3,28021.1,28701.2,29678,30367.4,31149.3,31423.8,31991.8,32769.7,32200.1,31313.8,31492,31683.5,32292.2,32761.9
Nicaragua,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1024.31,1035.09,1045.98,1056.99,1068.11,1079.35,1090.7,1102.18,1113.78,1125.5,1137.34,1149.31,1161.4,1173.62,1185.97,1198.45,1211.06,1223.8,1236.68,1249.69,1262.84,1276.13,1289.56,1303.13,1316.84,1330.69,1344.7,1358.85,1373.14,1387.59,1402.19,1416.95,1431.86,1446.92,1462.15,1477.53,1493.08,1508.79,1524.67,1540.71,1556.92,1573.3,1589.86,1606.59,1623.49,1640.58,1657.84,1675.28,1692.91,1710.72,1728.72,1746.91,1765.3,1783.87,1802.64,1821.61,1840.78,1860.15,1879.72,1899.5,1919.49,1939.68,1960.09,1980.72,2001.56,2022.62,2043.9,2065.41,2087.14,2109.1,2131.3,2153.72,2176.38,2199.28,2222.43,2245.81,2269.44,2293.32,2317.45,2341.84,2366.48,2391.38,2416.54,2441.97,2467.66,2493.63,2519.87,2546.38,2573.18,2600.25,2627.61,2655.26,2683.2,2711.44,2739.97,2768.8,2797.93,2827.37,2857.12,2887.18,2917.56,3029.36,2730.64,2922.39,3049.47,3367.71,2883.38,2897.16,3668.82,4039.15,3265.26,3010.55,2709.49,3359.91,3007.01,2972.06,2301.93,2430.98,2482.67,2969.17,3167.36,3423.66,3220.58,3451.64,3341.6,3284,3454.84,3358.5,3577.53,3410.59,3729.38,3864.13,4385.36,4356.79,4621.28,4781.38,4634.09,4871.54,4737.16,4659.79,4576.9,4766.51,5120.87,5498.64,5949.48,6310.87,6314.55,6542.6,6424.31,6636.37,6489.49,6591.85,6606.29,6743.03,7467.74,7221.73,7354.21,7730.37,6974.4,4965.44,4971.9,5065.12,4889.75,5003.65,4787.6,4488.75,4298.81,4165.02,3607.39,3462.12,3318.89,3148.35,3057.77,2955.54,2985.88,3034.57,3095.35,3174.54,3229.27,3774.08,3509.56,3538.35,3486.67,3501.05,3606.98,3678.93,3824.17,3986.19,4091.88,3951.61,4046.55,4214.66,4386.4,4522.06
Niger,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,469.516,471.717,473.929,476.151,478.384,480.627,482.881,485.145,487.42,489.706,492.002,494.309,496.627,498.956,501.295,503.646,506.008,508.38,510.764,513.159,515.565,517.983,520.412,522.852,525.304,527.767,530.242,532.728,535.226,537.736,540.257,542.791,545.336,547.893,550.462,553.043,555.636,558.242,560.86,563.489,566.132,568.786,571.453,574.133,576.825,579.53,582.247,584.978,587.721,590.477,593.245,596.027,598.822,601.63,604.451,607.285,610.133,612.994,615.868,618.756,621.658,624.573,627.501,630.444,633.4,636.37,639.354,642.352,645.364,648.39,651.431,654.485,657.554,660.637,663.735,666.848,669.974,673.116,676.272,679.443,682.629,685.83,689.046,692.277,695.523,698.785,702.061,705.353,708.661,711.984,715.323,718.677,722.047,725.432,730.234,735.067,739.933,744.83,749.76,754.722,759.718,764.746,769.808,774.903,780.032,785.195,790.392,795.624,800.89,806.191,811.527,816.898,822.305,827.748,833.227,838.742,844.293,849.881,855.507,861.169,866.869,872.607,878.382,884.196,890.048,895.94,901.87,907.839,913.848,919.896,925.985,944.91,963.506,981.729,1000.4,1019.44,1037.93,1056.64,1075.5,1094.42,1141.86,1165.31,1261.82,1357.71,1332.79,1403.03,1356.26,1333.42,1315.39,1248.64,1259.02,1301.28,1206.73,979.142,1040.59,988.78,972.366,1022.97,1132.61,1184.18,1210.89,1194.67,1150.47,1100.64,891.083,883.398,899.974,845.161,869.307,847.557,810.124,808.05,734.989,724.701,732.563,730.309,733.858,733.879,788.306,761.769,729.941,759.576,760.145,771.58,743.355,775.226,792.012,769.224,814.184,779.004,836.153,828.46,892.417,896.327
Nigeria,896.088,897.581,899.075,900.568,902.061,903.555,905.048,906.542,908.035,909.529,911.022,912.516,914.009,915.503,916.996,918.49,919.983,921.477,922.97,924.464,925.957,930.989,936.021,941.053,946.084,951.116,956.148,961.18,966.211,971.243,976.275,981.307,986.339,991.37,996.402,1001.43,1006.47,1011.5,1016.53,1021.56,1026.59,1031.62,1036.66,1041.69,1046.72,1051.75,1056.78,1061.82,1066.85,1071.88,1076.91,1081.94,1086.97,1092.01,1097.04,1102.07,1107.1,1112.13,1117.17,1122.2,1127.23,1132.26,1137.29,1142.32,1147.36,1152.39,1157.42,1162.45,1167.48,1172.52,1177.55,1182.58,1187.61,1192.64,1197.67,1202.71,1207.74,1212.77,1217.8,1222.83,1227.86,1232.9,1237.93,1242.96,1247.99,1253.02,1258.06,1263.09,1268.12,1273.15,1278.18,1283.21,1288.25,1293.28,1298.31,1303.34,1308.37,1313.41,1318.44,1323.47,1328.5,1333.53,1338.56,1343.6,1348.63,1353.66,1358.69,1363.72,1368.75,1373.79,1378.82,1383.85,1388.88,1393.91,1429.6,1465.29,1500.98,1536.67,1572.36,1608.05,1643.74,1679.43,1715.11,1750.8,1786.49,1822.18,1857.87,1893.56,1929.25,1964.94,2000.63,2036.31,2072,2107.69,2143.38,2179.07,2214.76,2250.45,2286.14,2321.83,2357.52,2393.2,2428.89,2464.58,2500.27,2535.96,2571.65,2607.34,2643.03,2678.72,2714.4,2818.08,2941.51,2947.76,3102.21,3063.68,2930.45,2927.19,3036.41,3092.45,3734.87,3476.85,3505.22,3699.81,3709.64,3433.75,3165,2591.07,2534.07,2897.74,3373.05,3762.24,3795.38,3900.98,4223.88,3893.85,4123.98,4242.14,3877.44,4018.03,4069.56,3441.43,3318.82,3073.55,2937.43,3102.68,2759.41,2399.87,2514.99,2610.03,2870.25,2783.08,2728.07,2719.09,2679.45,2609,2675.96,2687.69,2697.16,2647.11,2722.43,2860.72,3387.78,3643.67,3927.16,4080.47,4220.45,4382.22,4542.19,4736.99,4981.47,5217.15,5411.8,5596.93
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Maria Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1261.61,1263.43,1265.26,1267.09,1268.93,1270.76,1272.6,1274.45,1276.29,1278.14,1279.99,1281.84,1283.7,1285.55,1287.41,1289.28,1291.14,1293.01,1294.88,1296.76,1298.64,1306.46,1314.33,1322.25,1330.22,1338.23,1346.29,1354.41,1362.57,1370.78,1379.04,1270.57,1290.07,1433.95,1500.46,1470.39,1430.72,1434.33,1440.27,1442.33,1573.99,1604.68,1615.25,1580.23,1611.24,1682.53,1714.03,1648.94,1559.96,1601.33,1640.9,1744.02,1727.72,1808.94,1860.27,1955.35,1917.75,1813.03,1880.91,1920.86,1988.75,1934.78,2103.57,2110.43,2190.32,2283.7,2307.26,2356.23,2346.99,2435.02,2425.38,2458.49,2608.66,2657.11,2737.89,2792.56,2836.18,2827.67,2697.39,2690.62,2757.61,2783.1,2787.58,2783.88,2824.2,2833.65,2834.26,2858.22,2986.75,3096.98,3166.67,3177.89,3223.97,3296.38,3292.11,3296.61,3350.07,3484.98,3468.75,3533.66,3543.24,3598.12,3628.16,3591.65,3591.21,3606.51,3746.98,3900.34,4002.8,4061.66,4206.52,4347.81,4528.73,4735.94,4793.86,4962.21,5114.94,4604.92,4382.3,5093.58,5372.2,4800.46,5272.64,5389.3,5365.97,5669.32,5731.94,5934.27,6185.22,6758.65,7250.73,6656.39,6956.24,7104.19,7328.16,7668.29,8159.09,8494.55,8651.14,9030.47,8227.52,8395.05,8033.13,7828.13,7365.44,8186.48,8934.74,10043.8,10641.5,10834.4,11275.2,11797.7,12119.6,12500.4,13027.1,13211,13811.3,14124.5,14026.7,14522.7,15247.3,16105.4,16457.7,16990.7,17736,18568.6,19150.9,20211.7,20526.3,21314.9,21631.6,22635,23651.6,24569.9,25490.2,26726,28214.2,29350,30315.6,31626.6,33148.6,33417.4,33428,34576.3,36585.1,38446.2,39770.3,40475.1,40317.3,40612.4,41383.1,42762.5,44003.6,45020.1,47206.6,49103.1,51519.5,53995.4,54923.7,55787.4,57336.1,58283.1,59002.6,59450.6,61602.6,63148.1,64039.2,65044.6,64171.9,62571.6,61879.6,61896.4,62803.6,62555.8
Oman,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,963.627,967.9,972.173,976.446,980.719,984.992,989.265,993.538,997.811,1002.08,1006.36,1010.63,1014.9,1019.18,1023.45,1027.72,1031.99,1036.27,1040.54,1044.81,1049.09,1053.36,1057.63,1061.91,1066.18,1070.45,1074.72,1079,1083.27,1087.54,1091.82,1096.09,1100.36,1104.64,1108.91,1113.18,1117.45,1121.73,1126,1130.27,1134.55,1138.82,1143.09,1147.37,1151.64,1155.91,1160.18,1164.46,1168.73,1173,1177.28,1188.35,1199.42,1210.49,1221.57,1232.64,1243.71,1254.79,1265.86,1276.93,1288,1299.08,1310.15,1321.22,1332.3,1343.37,1354.44,1365.51,1376.59,1387.66,1398.73,1409.8,1420.88,1431.95,1443.02,1454.1,1465.17,1476.24,1487.31,1498.39,1509.46,1520.53,1531.6,1542.68,1553.75,1564.82,1575.9,1586.97,1598.04,1609.11,1620.19,1631.26,1642.33,1653.41,1684.9,1716.4,1747.9,1779.39,1810.89,1842.39,1873.88,1905.38,1936.88,1968.37,1999.87,2031.37,2062.86,2094.36,2125.86,2157.35,2188.85,2220.35,2251.85,2283.34,2314.84,2346.34,2377.83,2409.33,2440.83,2472.32,2503.82,2535.32,2566.81,2598.31,2629.81,2661.3,2692.8,2724.3,2755.8,2787.29,2818.79,2938.52,3064.52,3196.45,3329.1,3466.6,3613.67,3759.34,3918.95,4072.54,4228.48,4176.18,4902.35,4987.99,4865.26,4764.79,4884.51,7913.36,13994.8,17111.4,17184,16811.3,17798.2,14833,16021,19303.8,20796.9,19860.5,18483.2,18294.5,18420.7,20461.3,21715.1,24185.5,27034.3,29608.4,29143.3,30365.2,30176.3,30344.7,29309.8,29854.2,31039.7,31654.1,31862.4,32750.3,33416,35404.1,36449.9,36385.1,37996.2,39991,39785.2,38556.5,38655.8,39270.2,40901.7,43430.9,48540.8,47790.4,47954,46430.4,47249,48111.2
Pakistan,1074.89,1074.61,1074.33,1074.05,1073.77,1073.49,1073.21,1072.94,1072.66,1072.38,1072.1,1071.82,1071.54,1071.26,1070.98,1070.7,1070.43,1070.15,1069.87,1069.59,1069.31,1069.31,1069.3,1069.29,1069.29,1069.28,1069.27,1069.27,1069.26,1069.25,1069.25,1069.24,1069.23,1069.23,1069.22,1069.22,1069.21,1069.2,1069.2,1069.19,1069.18,1069.18,1069.17,1069.16,1069.16,1069.15,1069.14,1069.14,1069.13,1069.12,1069.12,1069.13,1069.14,1069.16,1069.17,1069.18,1069.2,1069.21,1069.22,1069.24,1069.25,1069.26,1069.28,1069.29,1069.3,1069.32,1069.33,1069.34,1069.36,1069.37,1069.38,1071.84,1074.3,1076.76,1079.24,1081.71,1084.2,1086.68,1089.18,1091.68,1094.19,1096.7,1099.21,1101.74,1104.27,1136.78,1098.75,1146.72,1155.11,1121.66,1171.7,1062.09,1145.38,1172.35,1188.27,1157.04,1069.87,1263.18,1263.57,1163.15,1201.86,1219.19,1312.89,1323.44,1321.59,1289.73,1318.52,1231.17,1241.28,1403.37,1397.25,1385.46,1381.4,1348.96,1421.25,1385.44,1424.49,1397.39,1217.6,1384.52,1273.69,1362.81,1406.13,1346.48,1398.23,1400.62,1429.98,1416.06,1415.99,1459.73,1455.48,1426.39,1422.37,1403.77,1397.29,1364.83,1398.1,1356.17,1340.66,1351.21,1376.59,1385.36,1362.94,1400.44,1369.65,1331.88,1247.21,1238.76,1237.48,1252.28,1193.42,1127.58,1105.36,1182.72,1181.18,1179.46,1184.8,1206.26,1192.7,1175.28,1201.57,1241.72,1297.09,1342.47,1406.08,1430.25,1506.21,1521.63,1585.16,1643.35,1766.03,1727.61,1695.25,1770.03,1785.43,1814.51,1866.69,1898.67,2003.29,2018.31,2154.06,2240.85,2330.59,2417.83,2452.78,2597.36,2681.2,2752.42,2843.1,2896.25,2948.29,3027.84,3183.76,3175.66,3215.48,3291.17,3360.43,3308.92,3309.26,3347.23,3368.84,3340.38,3378.94,3475.78,3664.77,3868.63,4018.89,4216.78,4296.1,4182.74,4221.87,4261.27,4357.51,4424.35
